(title "Relative X Velocity")
(labels "Position" "Relative X Velocity")

((xy/key/label "eleven")
0	0
0.00906667	2.71459e-006
0.0226667	6.69212e-006
0.0726667	2.03403e-005
0.122667	3.24516e-005
0.172667	4.30197e-005
0.222667	5.20412e-005
0.272667	5.95204e-005
0.322667	6.54704e-005
0.372667	6.99136e-005
0.423284	7.29047e-005
0.473861	7.44029e-005
0.525	7.44169e-005
0.576212	7.29246e-005
0.626783	6.99523e-005
0.677333	6.54676e-005
0.727333	5.95174e-005
0.777333	5.20382e-005
0.827333	4.30169e-005
0.877333	3.24494e-005
0.927333	2.03389e-005
0.977333	6.69164e-006
0.990933	2.7144e-006
1	0
)
